Date,Open,High,Low,Close,Adj Close,Volume
2014/01/17,4.015,4.0625,3.9725,3.9975,3.772417,34040000
2014/01/21,4.0025,4.0375,3.97,4.0125,3.786572,24607600
2014/01/22,4.02,4.025,3.96,4.0075,3.781854,33794000
2014/01/23,3.995,4.0375,3.9625,3.9925,3.767698,18502800
2014/01/24,3.96,3.975,3.89,3.89,3.67097,24669600
2014/01/27,3.89,3.945,3.8425,3.865,3.647377,23381200
2014/01/28,3.8575,3.905,3.8425,3.9025,3.682765,16799600
2014/01/29,3.8875,3.91,3.8625,3.865,3.647377,16294400
2014/01/30,3.8875,3.9375,3.875,3.93,3.708717,20289600
2014/01/31,3.875,3.9475,3.8725,3.925,3.703999,33534800
2014/02/03,3.9525,3.9575,3.8575,3.8725,3.654455,43172800
2014/02/04,3.87,3.9025,3.85,3.895,3.675687,28069200
2014/02/05,3.8675,3.88,3.83,3.86,3.642658,21467600
2014/02/06,3.865,3.92,3.86,3.91,3.689844,16838000
2014/02/07,3.92,3.9725,3.885,3.9675,3.744106,15724800
2014/02/10,3.9625,4.0325,3.96,3.98,3.755902,32437200
2014/02/11,4.0025,4.0725,3.9825,4.0625,3.833757,23538400
2014/02/12,4.075,4.2375,4.075,4.2075,3.970592,74452800
2014/02/13,4.3125,4.365,4.2375,4.34,4.095633,90283600
2014/02/14,4.3,4.4875,4.2975,4.4775,4.225391,81753600
2014/02/18,4.48,4.495,4.4375,4.475,4.22303,42898800
2014/02/19,4.475,4.575,4.455,4.535,4.279653,45034000
2014/02/20,4.545,4.705,4.5375,4.695,4.430644,39808800
2014/02/21,4.6875,4.7475,4.63,4.66,4.397613,45105200
2014/02/24,4.65,4.7625,4.6075,4.7275,4.461314,40311200
2014/02/25,4.7,4.72,4.635,4.685,4.441171,24218400
2014/02/26,4.675,4.745,4.6625,4.6775,4.434061,36088400
2014/02/27,4.6775,4.725,4.6125,4.625,4.384292,38884800
2014/02/28,4.6,4.645,4.5275,4.595,4.355854,32169200
2014/03/03,4.4925,4.5725,4.4525,4.5725,4.334524,37594800
2014/03/04,4.595,4.65,4.5875,4.62,4.379552,26034400
2014/03/05,4.615,4.6625,4.595,4.66,4.41747,24147200
2014/03/06,4.6675,4.6925,4.5875,4.595,4.355854,29014400
2014/03/07,4.615,4.6225,4.555,4.59,4.351114,26845200
2014/03/10,4.575,4.595,4.5025,4.5225,4.287127,30088800
2014/03/11,4.545,4.6075,4.53,4.5675,4.329784,29722000
2014/03/12,4.545,4.6075,4.5275,4.58,4.341635,23942800
2014/03/13,4.59,4.6075,4.4125,4.435,4.204179,38517200
2014/03/14,4.39,4.495,4.39,4.455,4.22314,46004800
2014/03/17,4.4675,4.5,4.45,4.455,4.22314,29965600
2014/03/18,4.4725,4.59,4.4525,4.56,4.322675,29390400
2014/03/19,4.595,4.7275,4.5825,4.64,4.398512,36616800
2014/03/20,4.615,4.6825,4.595,4.6425,4.400881,19180000
2014/03/21,4.6825,4.72,4.61,4.635,4.393773,56611600
2014/03/24,4.6375,4.675,4.545,4.6125,4.372443,30609600
2014/03/25,4.6625,4.6675,4.5775,4.6125,4.372443,30442400
2014/03/26,4.655,4.7425,4.4675,4.5075,4.272908,55775600
2014/03/27,4.4975,4.535,4.3975,4.4475,4.216031,54072800
2014/03/28,4.44,4.5025,4.4275,4.475,4.242099,39882000
2014/03/31,4.4825,4.5225,4.4525,4.4775,4.244468,27340400
2014/04/01,4.62,4.7175,4.565,4.6625,4.419841,65627200
2014/04/02,4.6625,4.6725,4.6125,4.6325,4.391402,23994800
2014/04/03,4.6425,4.795,4.64,4.6825,4.4388,59954800
2014/04/04,4.7075,4.735,4.5175,4.5375,4.301345,36803200
2014/04/07,4.54,4.64,4.515,4.5525,4.315566,42857600
2014/04/08,4.5525,4.7275,4.545,4.715,4.469608,47069200
2014/04/09,4.7375,4.7775,4.6725,4.71,4.464868,42196800
2014/04/10,4.69,4.755,4.58,4.595,4.355854,37274800
2014/04/11,4.56,4.63,4.47,4.53,4.294236,35311200
2014/04/14,4.56,4.5975,4.53,4.58,4.341635,29018400
2014/04/15,4.585,4.6375,4.54,4.6125,4.372443,30463600
2014/04/16,4.635,4.64,4.565,4.6225,4.381922,23513600
2014/04/17,4.605,4.6825,4.595,4.64,4.398512,15353200
2014/04/21,4.6425,4.69,4.6125,4.6775,4.434061,11700400
2014/04/22,4.685,4.7475,4.66,4.7175,4.471978,25512000
2014/04/23,4.725,4.785,4.7175,4.7725,4.524117,26158000
2014/04/24,4.805,4.865,4.805,4.815,4.564404,39149200
2014/04/25,4.805,4.85,4.6725,4.6825,4.4388,31360000
2014/04/28,4.72,4.745,4.605,4.6625,4.419841,22678800
2014/04/29,4.68,4.69,4.62,4.6725,4.429319,17130000
2014/04/30,4.665,4.67,4.6075,4.6175,4.377182,30574000
2014/05/01,4.6875,4.6975,4.605,4.6425,4.400881,19810400
2014/05/02,4.665,4.665,4.58,4.6075,4.367704,15637600
2014/05/05,4.6025,4.6925,4.5975,4.6575,4.415101,23926000
2014/05/06,4.7025,4.7425,4.55,4.5625,4.325045,41618800
2014/05/07,4.5625,4.605,4.5175,4.5675,4.329784,29390000
2014/05/08,4.55,4.6975,4.5275,4.625,4.384292,43272800
2014/05/09,4.485,4.5275,4.4275,4.5125,4.277648,53953200
2014/05/12,4.5225,4.655,4.52,4.645,4.403251,29985600
2014/05/13,4.5825,4.6575,4.555,4.57,4.332154,22110400
2014/05/14,4.5725,4.59,4.5225,4.525,4.289496,21432000
2014/05/15,4.515,4.54,4.455,4.5,4.265797,32589600
2014/05/16,4.465,4.5225,4.465,4.49,4.256317,28396000
2014/05/19,4.5375,4.66,4.5175,4.635,4.393773,36007600
2014/05/20,4.615,4.6275,4.5375,4.56,4.342585,25620000
2014/05/21,4.5775,4.6175,4.5325,4.56,4.342585,21671200
2014/05/22,4.55,4.605,4.55,4.58,4.361631,13036400
2014/05/23,4.605,4.645,4.5775,4.6225,4.402104,18265600
2014/05/27,4.65,4.705,4.635,4.705,4.48067,20968000
2014/05/28,4.7225,4.775,4.6775,4.745,4.518763,22467600
2014/05/29,4.7425,4.7825,4.7275,4.7375,4.511621,17188400
2014/05/30,4.7375,4.7625,4.7125,4.75,4.523526,23912800
2014/06/02,4.765,4.795,4.695,4.735,4.509242,18150000
2014/06/03,4.745,4.75,4.6525,4.715,4.490194,24321200
2014/06/04,4.7025,4.755,4.7,4.72,4.494956,16123600
2014/06/05,4.7275,4.755,4.7,4.74,4.514003,18869600
2014/06/06,4.7625,4.8,4.745,4.7575,4.530668,16105200
2014/06/09,4.7525,4.8075,4.72,4.7625,4.535429,24745600
2014/06/10,4.745,4.81,4.725,4.7875,4.559237,21760800
2014/06/11,4.77,4.8625,4.77,4.85,4.618758,26622800
2014/06/12,4.85,4.9025,4.8075,4.88,4.647328,33714800
2014/06/13,4.93,4.9325,4.8375,4.885,4.652089,22785200
2014/06/16,4.8625,4.9025,4.8275,4.87,4.637805,19862000
2014/06/17,4.875,4.9225,4.85,4.9025,4.668755,15760800
2014/06/18,4.89,4.92,4.845,4.8975,4.663994,21553600
2014/06/19,4.8075,4.8325,4.75,4.785,4.556857,47459200
2014/06/20,4.7975,4.815,4.695,4.7325,4.506859,35314800
2014/06/23,4.67,4.68,4.615,4.6775,4.454482,41420000
2014/06/24,4.67,4.7075,4.585,4.605,4.38544,27578000
2014/06/25,4.6175,4.655,4.575,4.6525,4.430675,21542000
2014/06/26,4.6525,4.655,4.575,4.59,4.371154,25690800
2014/06/27,4.585,4.6225,4.5575,4.595,4.375916,30282000
2014/06/30,4.5775,4.6475,4.5775,4.635,4.414009,18051200
2014/07/01,4.63,4.715,4.615,4.6875,4.464005,32118000
2014/07/02,4.67,4.69,4.6425,4.67,4.44734,17928400
2014/07/03,4.6275,4.725,4.6275,4.7125,4.487813,13689200
2014/07/07,4.72,4.7225,4.6675,4.675,4.452102,12749600
2014/07/08,4.6625,4.6825,4.5925,4.6375,4.416389,22194000
2014/07/09,4.6775,4.7975,4.6425,4.7775,4.549716,38766800
2014/07/10,4.6875,4.7725,4.65,4.7525,4.525907,26630800
2014/07/11,4.7575,4.7775,4.74,4.7625,4.535429,19118800
2014/07/14,4.7825,4.835,4.765,4.8225,4.59257,27263600
2014/07/15,4.83,4.855,4.7975,4.8425,4.611617,39544000
2014/07/16,4.8625,4.9,4.81,4.8375,4.606853,31972800
2014/07/17,4.7825,4.875,4.7825,4.825,4.59495,32483200
2014/07/18,4.725,4.7625,4.6025,4.61,4.390201,56781600
2014/07/21,4.5925,4.67,4.5925,4.6375,4.416389,24336400
2014/07/22,4.6725,4.6975,4.6075,4.6175,4.397342,29881600
2014/07/23,4.62,4.6225,4.515,4.52,4.304491,29735200
2014/07/24,4.545,4.5575,4.495,4.5275,4.311636,25457600
2014/07/25,4.5125,4.5225,4.44,4.4475,4.235448,26613200
2014/07/28,4.4675,4.4675,4.355,4.43,4.218782,33035200
2014/07/29,4.4325,4.505,4.43,4.445,4.233067,21797200
2014/07/30,4.4725,4.5325,4.46,4.52,4.304491,24618400
2014/07/31,4.465,4.5,4.3675,4.375,4.166405,40188000
2014/08/01,4.375,4.4475,4.36,4.4225,4.21164,21988400
2014/08/04,4.4175,4.455,4.39,4.4125,4.202117,24172400
2014/08/05,4.4,4.48,4.3625,4.415,4.204498,29813600
2014/08/06,4.385,4.465,4.3525,4.41,4.199737,22345600
2014/08/07,4.4475,4.4875,4.335,4.365,4.156882,40769600
2014/08/08,4.555,4.775,4.555,4.75,4.523526,89434800
2014/08/11,4.755,4.775,4.7125,4.725,4.499718,34462400
2014/08/12,4.7225,4.75,4.6725,4.725,4.499718,29615200
2014/08/13,4.7325,4.7925,4.7025,4.7525,4.525907,25659600
2014/08/14,4.77,4.77,4.68,4.7,4.475909,25599200
2014/08/15,4.715,4.7875,4.67,4.76,4.533049,36979600
2014/08/18,4.78,4.83,4.7325,4.825,4.59495,28407600
2014/08/19,4.805,4.8675,4.7875,4.8425,4.632016,24826000
2014/08/20,4.825,4.8475,4.8,4.8125,4.60332,22146800
2014/08/21,4.8,4.825,4.76,4.7675,4.560275,27279600
2014/08/22,4.7625,4.81,4.7325,4.77,4.562666,25122400
2014/08/25,4.79,4.8225,4.7675,4.7775,4.569841,15338000
2014/08/26,4.79,4.8725,4.7725,4.8625,4.651146,26963600
2014/08/27,4.8325,4.87,4.8,4.8075,4.598536,18297200
2014/08/28,4.7975,4.8575,4.7825,4.8475,4.636797,17970400
2014/08/29,4.865,4.8725,4.8125,4.8625,4.651146,20793200
2014/09/02,4.875,4.875,4.83,4.875,4.663101,19263600
2014/09/03,4.9,4.9375,4.8675,4.92,4.706147,25945600
2014/09/04,4.9125,5.0375,4.91,5.0075,4.789844,49183200
2014/09/05,5.0025,5.025,4.96,4.9925,4.775496,25379200
2014/09/08,4.9875,4.9975,4.9275,4.9475,4.732453,31928800
2014/09/09,4.925,4.9575,4.88,4.885,4.672668,19858800
2014/09/10,4.9125,4.92,4.8575,4.9025,4.689407,17237600
2014/09/11,4.8675,4.885,4.8,4.8525,4.641581,25072000
2014/09/12,4.8825,4.8825,4.775,4.78,4.572232,26253600
2014/09/15,4.795,4.8025,4.695,4.715,4.510056,29415200
2014/09/16,4.7025,4.81,4.6875,4.785,4.577014,21993600
2014/09/17,4.7725,4.8325,4.75,4.7875,4.579405,17358400
2014/09/18,4.8175,4.865,4.8025,4.86,4.648753,21960400
2014/09/19,4.875,4.88,4.7625,4.77,4.562666,60131600
2014/09/22,4.8675,4.8675,4.7175,4.7225,4.517231,22146400
2014/09/23,4.6975,4.755,4.68,4.7025,4.4981,19614400
2014/09/24,4.7,4.745,4.695,4.73,4.524405,15959200
2014/09/25,4.725,4.7375,4.6175,4.6275,4.426361,29844000
2014/09/26,4.6425,4.6725,4.6225,4.6375,4.435925,24118800
2014/09/29,4.6,4.6625,4.555,4.63,4.428751,20854000
2014/09/30,4.61,4.645,4.5575,4.6125,4.412011,27720400
2014/10/01,4.62,4.6525,4.555,4.5675,4.368968,35097600
2014/10/02,4.56,4.5825,4.4425,4.5475,4.349837,28899600
2014/10/03,4.575,4.6375,4.5575,4.5575,4.359403,23914000
2014/10/06,4.575,4.6125,4.5,4.53,4.333098,19903200
2014/10/07,4.51,4.555,4.4775,4.4825,4.287662,30189600
2014/10/08,4.4775,4.5875,4.4425,4.565,4.366577,26017200
2014/10/09,4.545,4.55,4.44,4.4775,4.282879,30695600
2014/10/10,4.4425,4.4575,4.21,4.2125,4.029399,69137600
2014/10/13,4.24,4.325,4.1925,4.1975,4.01505,39762800
2014/10/14,4.255,4.4125,4.23,4.295,4.108313,37662000
2014/10/15,4.2325,4.3825,4.205,4.36,4.170489,40442800
2014/10/16,4.2825,4.4125,4.2725,4.3625,4.172879,35111600
2014/10/17,4.415,4.465,4.3375,4.355,4.165705,29071600
2014/10/20,4.355,4.4325,4.325,4.3925,4.201574,20033600
2014/10/21,4.425,4.585,4.4125,4.58,4.380925,35109200
2014/10/22,4.5725,4.5875,4.4725,4.4725,4.278097,23951200
2014/10/23,4.55,4.605,4.5175,4.5725,4.373751,21447600
2014/10/24,4.6,4.6475,4.5725,4.62,4.419187,21015600
2014/10/27,4.6175,4.64,4.5675,4.6225,4.421577,14509200
2014/10/28,4.61,4.7375,4.605,4.7325,4.526796,19258000
2014/10/29,4.7125,4.74,4.66,4.7025,4.4981,16834000
2014/10/30,4.69,4.71,4.6125,4.6725,4.469405,17026000
2014/10/31,4.78,4.8875,4.755,4.885,4.672668,25631600
2014/11/03,4.9975,5.015,4.9425,4.9675,4.751583,30873200
2014/11/04,5,5.05,4.9175,5.0325,4.813755,36019600
2014/11/05,5.0625,5.065,4.995,5.0325,4.813755,33565200
2014/11/06,5.0425,5.0625,4.965,5.055,4.835279,39408800
2014/11/07,5.1125,5.1725,4.8975,4.9475,4.732453,45080000
2014/11/10,4.9425,5.0375,4.93,5.005,4.787452,29338800
2014/11/11,4.975,5.0025,4.9025,4.945,4.730059,21299200
2014/11/12,4.9275,4.94,4.845,4.9125,4.698972,20458400
2014/11/13,4.93,4.9375,4.8475,4.8875,4.675059,22532800
2014/11/14,4.8925,4.9475,4.845,4.9475,4.732453,16024800
2014/11/17,4.925,4.9775,4.8925,4.925,4.710929,15873200
2014/11/18,4.9275,5.055,4.915,5.0425,4.823324,20777200
2014/11/19,5.025,5.04,4.95,5.0025,4.805311,24030000
2014/11/20,4.9675,5.09,4.9525,5.085,4.88456,22096800
2014/11/21,5.13,5.1375,5.07,5.1125,4.910975,19897600
2014/11/24,5.125,5.1675,5.105,5.145,4.942194,13600400
2014/11/25,5.135,5.18,5.125,5.1425,4.939791,19024000
2014/11/26,5.1125,5.235,5.11,5.23,5.023842,21926400
2014/11/28,5.2475,5.2725,5.2,5.2425,5.035851,12483200
2014/12/01,5.22,5.25,5.1375,5.145,4.942194,19006000
2014/12/02,5.14,5.175,5.0925,5.1525,4.949399,24595200
2014/12/03,5.1775,5.2875,5.1625,5.285,5.076674,28442400
2014/12/04,5.2775,5.2975,5.2025,5.2375,5.031049,18533200
2014/12/05,5.24,5.295,5.2375,5.2675,5.059865,16568000
2014/12/08,5.26,5.3125,5.1575,5.2,4.995025,22694400
2014/12/09,5.1675,5.195,5.09,5.1825,4.978215,23944800
2014/12/10,5.1675,5.1875,5.0625,5.0675,4.867748,20436400
2014/12/11,5.0975,5.1325,5.055,5.065,4.865348,13565200
2014/12/12,4.9975,5.0425,4.9025,4.9075,4.714055,32396400
2014/12/15,4.965,5.055,4.8775,4.8925,4.699648,25469600
2014/12/16,4.8875,4.965,4.835,4.8375,4.646815,18530800
2014/12/17,4.935,5.0425,4.775,5.035,4.83653,34559600
2014/12/18,5.0975,5.1575,5.0075,5.055,4.85574,22615600
2014/12/19,5.09,5.125,5.0425,5.105,4.90377,32552800
2014/12/22,5.1,5.195,5.0825,5.195,4.990224,14897600
2014/12/23,5.235,5.26,5.1575,5.1625,4.959006,10928000
2014/12/24,5.175,5.1825,5.1375,5.1425,4.939791,4564400
2014/12/26,5.1425,5.175,5.13,5.1475,4.944595,5263600
2014/12/29,5.1325,5.175,5.1075,5.14,4.937391,8294400
2014/12/30,5.105,5.13,5.085,5.0925,4.891763,11212000
